City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Muros,100,ES,1639975131,83,42.7762,-9.0603,56.23,9.69
Makakilo City,40,US,1639975131,69,21.3469,-158.0858,75.52,6.91
Mbandaka,100,CD,1639974908,82,0.0487,18.2603,73.72,3.27
Nemuro,18,JP,1639975057,54,43.3236,145.575,28.83,11.54
Atar,100,MR,1639975131,23,20.5169,-13.0499,74.14,16.46
Forfar,99,GB,1639975132,89,56.6431,-2.8903,39.15,1.19
Ishigaki,40,JP,1639975092,56,24.3448,124.1572,71.73,11.5
Orcopampa,97,PE,1639975132,66,-15.2661,-72.3417,46.13,2.42
Rocha,2,UY,1639974847,97,-34.4833,-54.3333,61.0,5.93
Nisibis,99,TR,1639975132,87,37.0778,41.2178,48.74,9.98
Teguise,0,ES,1639975133,94,29.0605,-13.564,61.02,4.61
Port Hueneme,1,US,1639975133,84,34.1478,-119.1951,56.21,0.0
Tabou,75,CI,1639975133,83,4.423,-7.3528,78.94,6.78
Yur’yevets,100,RU,1639975134,94,57.3201,43.1041,19.45,12.64
Whitianga,0,NZ,1639975134,59,-36.8333,175.7,71.44,10.11
Jasper,1,US,1639975134,82,37.2001,-94.3502,33.24,1.01
Sydney,20,AU,1639974920,71,-33.8679,151.2073,91.89,1.99
Rāmhormoz,100,IR,1639975135,64,31.28,49.6035,62.67,2.59
Upernavik,93,GL,1639975135,72,72.7868,-56.1549,22.1,6.33
Ahipara,74,NZ,1639975135,66,-35.1667,173.1667,68.94,6.15
Fairbanks,90,US,1639975135,88,64.8378,-147.7164,21.6,3.44
Banepā,20,NP,1639975136,66,27.6298,85.5214,50.32,0.0
Umluj,99,SA,1639975136,51,25.0213,37.2685,66.33,8.77
Yerofey Pavlovich,100,RU,1639975136,84,53.9667,121.9667,-2.69,8.28
Pirovskoye,52,RU,1639975136,92,57.6267,92.2658,-21.59,10.89
Faaborg,0,DK,1639975137,79,55.0951,10.2423,35.94,12.24
Tupik,100,RU,1639975137,88,54.4253,119.9327,-9.67,12.95
Neubrandenburg,5,DE,1639975137,84,53.5667,13.2667,35.89,7.92
Yar-Sale,100,RU,1639975137,100,66.8333,70.8333,-24.79,9.37
Mocuba,100,MZ,1639975138,92,-16.8392,36.9856,74.57,3.09
Upata,94,VE,1639975138,98,8.0086,-62.3989,71.19,2.84
Rundu,77,NA,1639975138,77,-17.9333,19.7667,68.68,5.55
Erdaojiang,32,CN,1639975138,80,41.7764,126.0319,30.56,6.6
Lima,90,PE,1639975039,85,-12.0432,-77.0282,64.9,4.61
Labuhan,100,ID,1639975139,69,-6.8844,112.2051,85.05,4.59
Rawlins,1,US,1639975139,42,41.7911,-107.2387,34.02,12.66
Gainesville,1,US,1639975139,88,29.6516,-82.3248,67.86,5.75
Smithers,20,CA,1639975139,77,54.7804,-127.1743,-5.48,0.0
Havøysund,100,NO,1639975140,60,70.9963,24.6622,30.43,13.13
Amapá,89,BR,1639974863,99,1.0,-52.0,71.17,1.57
Kokoda,52,PG,1639975140,82,-8.8785,147.7407,82.42,1.57
Kieta,100,PG,1639975140,82,-6.2167,155.6333,82.94,4.0
Nadym,80,RU,1639975141,86,65.5333,72.5167,-27.02,11.97
Ancud,19,CL,1639975141,94,-41.8697,-73.8203,54.93,1.1
Umm Kaddadah,2,SD,1639975142,27,13.6017,26.6876,58.68,13.65
Margate,100,GB,1639975142,98,51.3813,1.3862,44.31,13.96
Mildura,4,AU,1639975142,18,-34.2,142.15,81.07,6.91
Gallup,1,US,1639975143,63,35.5281,-108.7426,25.02,1.01
Husavik,100,IS,1639975143,90,66.0449,-17.3389,42.71,1.88
Pahrump,1,US,1639974865,57,36.2083,-115.9839,43.18,4.99
Alta Floresta,100,BR,1639975143,99,-9.8756,-56.0861,71.64,2.3
Koungou,0,YT,1639974947,83,-12.7336,45.2042,80.31,2.3
Mailsi,6,PK,1639974893,10,29.8003,72.1758,65.05,4.68
Cuamba,67,MZ,1639974947,85,-14.8031,36.5372,73.56,2.21
Ranong,88,TH,1639974947,70,9.9658,98.6348,82.33,4.5
Buritis,75,BR,1639975145,96,-15.6178,-46.4233,69.64,1.59
Sassandra,36,CI,1639974944,86,4.95,-6.0833,76.96,2.42
Celano,0,IT,1639975145,58,42.0855,13.5398,38.7,3.69
Bilibino,100,RU,1639975146,98,68.0546,166.4372,-26.46,8.46
Padang,99,ID,1639975146,74,-0.9492,100.3543,78.85,3.85
Aykhal,100,RU,1639974952,99,66.0,111.5,-18.18,7.83
Pisco,75,PE,1639975146,88,-13.7,-76.2167,66.25,3.44
Greeneville,90,US,1639975147,69,36.1632,-82.831,35.92,6.91
Hasaki,0,JP,1639975147,39,35.7333,140.8333,55.29,3.98
Havelock,90,US,1639974882,88,34.8791,-76.9013,44.92,3.0
Gogrial,71,SS,1639975148,32,8.5332,28.1004,71.47,5.95
Mount Isa,20,AU,1639975148,25,-20.7333,139.5,98.37,5.75
Ciudad Bolivar,94,VE,1639975148,89,8.1222,-63.5497,75.02,8.59
Hervey Bay,93,AU,1639975148,60,-25.2986,152.8535,89.04,9.44
Brownsville,90,US,1639975149,93,25.9018,-97.4975,47.91,13.8
Maiduguri,22,NG,1639975149,49,11.8464,13.1603,61.14,7.29
Scarborough,73,GB,1639975149,89,54.2797,-0.4044,42.53,8.14
Oranjemund,2,NA,1639975149,83,-28.55,16.4333,62.15,6.24
Kadhan,6,PK,1639975150,23,24.481,68.9859,72.14,2.35
Codrington,16,AU,1639975150,47,-38.2667,141.9667,70.45,23.64
Mabaruma,96,GY,1639975150,99,8.2,-59.7833,72.37,1.43
Plyussa,100,RU,1639975150,84,58.4308,29.3654,16.75,12.55
Karasjok,97,NO,1639975151,100,69.4719,25.5112,5.11,2.93
Batagay-Alyta,100,RU,1639975151,99,67.8006,130.4114,-32.42,3.27
Mascota,26,MX,1639975151,84,20.5167,-104.7833,59.31,2.62
Caceres,100,ES,1639975151,74,39.522,-6.3748,46.8,6.8
Timrå,90,SE,1639975152,71,62.487,17.3257,28.11,8.05
Praxédis Guerrero,1,MX,1639975152,53,31.3667,-106.0167,46.81,4.14
Poum,4,NC,1639975152,71,-20.2333,164.0167,81.19,5.23
Nynäshamn,74,SE,1639975152,68,58.9034,17.9479,31.1,15.5
Esil,96,KZ,1639975152,91,51.9556,66.4042,24.98,8.79
Río Gallegos,0,AR,1639975153,57,-51.6226,-69.2181,48.25,20.71
Tomatlán,30,MX,1639975153,83,19.9333,-105.25,70.2,2.95
Aksu,89,CN,1639974950,43,41.1231,80.2644,29.59,2.86
Malavalli,9,IN,1639974911,58,12.3833,77.0833,71.46,8.23
Yangi Marg`ilon,75,UZ,1639975154,65,40.4272,71.7189,39.92,6.91
Bagdarin,18,RU,1639975154,62,54.4333,113.6,-13.04,5.84
Ismailia,72,EG,1639975155,68,30.6043,32.2723,48.87,21.27
Saint-François,90,FR,1639975155,93,46.4154,3.9054,33.24,2.3
Griffith,1,US,1639974893,83,41.5284,-87.4237,32.99,1.99
Monrovia,6,LR,1639974947,83,6.3005,-10.7969,78.48,5.3
Waterloo,1,CA,1639975156,90,43.4668,-80.5164,20.03,3.0
Iquitos,0,PE,1639975156,89,-3.7481,-73.2472,78.84,1.14
Chapais,79,CA,1639975156,99,49.7834,-74.8492,-2.42,4.09
Kautokeino,81,NO,1639975157,99,69.0125,23.0412,-4.25,3.58
Cayenne,40,GF,1639975157,86,4.9333,-52.3333,81.09,1.99
Aklavik,99,CA,1639975157,100,68.2191,-135.0107,0.43,7.16
Tessalit,65,ML,1639975157,23,20.1986,1.0114,62.33,11.7
Tambopata,99,PE,1639974876,99,-12.7333,-69.1833,72.72,2.08
Broken Hill,1,AU,1639975158,16,-31.95,141.4333,76.71,11.5
Mukhen,100,RU,1639975159,83,48.1,136.1,13.66,4.43
Jacqueville,32,CI,1639975159,80,5.2052,-4.4146,78.71,9.06
Zakamensk,35,RU,1639975159,74,50.3741,103.2863,9.41,2.84
Port-Cartier,77,CA,1639975160,86,50.0334,-66.8654,9.75,8.68
Pangody,68,RU,1639975160,86,65.85,74.4859,-28.52,10.45
Hanting,1,CN,1639975160,28,36.7708,119.2108,52.39,6.73
Emerald,82,AU,1639974978,33,-23.5333,148.1667,92.34,9.22
Syracuse,0,IT,1639975161,67,37.0881,15.2792,47.43,6.53
Tona,0,ES,1639975161,91,41.8464,2.2251,41.99,4.74
San Vicente,69,AR,1639974891,66,-26.6167,-54.1333,71.73,1.19
Cockburn Town,12,TC,1639975162,77,21.4612,-71.1419,79.0,15.97
Sabha,0,LY,1639974894,49,27.0377,14.4283,42.35,5.26
Sørland,96,NO,1639975162,53,67.667,12.6934,30.27,13.38
Riverton,75,US,1639975163,73,40.5219,-111.9391,34.56,1.01
Danville,1,US,1639975163,76,36.586,-79.395,35.6,8.05
Temyasovo,93,RU,1639975163,97,52.9933,58.1014,17.96,8.03
Kununurra,90,AU,1639975163,46,-15.7667,128.7333,94.98,12.66
Mayna,100,RU,1639975164,94,54.1135,47.6231,28.53,14.18
Chekhov,100,RU,1639975164,94,55.1431,37.4711,21.09,11.5
Caniço,75,PT,1639975164,93,32.6333,-16.85,70.0,5.01
Tarakan,40,ID,1639975164,84,3.3,117.6333,83.7,5.75
Carballo,93,ES,1639975165,75,43.213,-8.691,55.09,5.06
Khasan,74,RU,1639975165,50,42.4308,130.6434,31.59,2.26
Homer,90,US,1639975165,90,59.6425,-151.5483,31.89,0.0
Itarema,70,BR,1639975165,79,-2.9248,-39.9167,78.76,11.1
Biak,97,ID,1639975166,70,-0.9131,122.8766,83.86,1.5
Krasnaya Gora,100,RU,1639975166,87,52.9995,31.6023,28.31,11.27
Talnakh,70,RU,1639975166,94,69.4865,88.3972,-32.8,2.44
Escanaba,90,US,1639975166,81,45.7453,-87.0646,32.94,18.41
San Patricio,100,US,1639975167,69,28.017,-97.5169,53.83,12.37
Los Llanos de Aridane,0,ES,1639975167,85,28.6585,-17.9182,65.95,3.0
Villa Vicente Guerrero,34,MX,1639975168,69,19.1194,-98.1708,55.6,2.44
Lüderitz,2,NA,1639975168,82,-26.6481,15.1594,61.05,5.68
Serenje,100,ZM,1639975168,97,-13.2325,30.2352,62.8,7.43
Bathsheba,20,BB,1639975168,73,13.2167,-59.5167,79.41,24.16
Kampong Cham,95,KH,1639975169,57,11.9934,105.4635,79.47,5.84
Blagoyevo,100,RU,1639975169,94,63.3667,47.9167,1.92,7.29
Oistins,20,BB,1639975169,73,13.0667,-59.5333,78.89,24.16
Ndélé,2,CF,1639975169,34,8.4109,20.6473,69.53,5.66
Basco,100,PH,1639975170,79,20.4487,121.9702,73.98,21.9
Yola,0,NG,1639975170,37,9.2,12.4833,65.34,2.62
Mogadishu,75,SO,1639975170,89,2.0371,45.3438,78.67,10.36
Ordzhonīkīdze,18,KZ,1639975170,94,52.4411,61.7408,14.56,8.43
Rypefjord,75,NO,1639975170,86,70.6333,23.6667,23.47,3.44
Bekhteyevka,95,RU,1639975171,94,50.8072,37.2085,29.3,11.16
San Juan del Cesar,37,CO,1639974882,89,10.7711,-73.0031,77.95,4.63
São José da Coroa Grande,75,BR,1639975171,81,-8.8978,-35.1478,77.92,8.1
Anolaima,97,CO,1639975171,95,4.8336,-74.4995,65.53,3.6
Guerrero,78,MX,1639975171,84,17.6667,-100.0,64.45,3.69
Seymchan,61,RU,1639975172,100,62.8833,152.4333,-51.3,0.89
Yarkovo,100,RU,1639975172,95,57.4028,67.0786,21.15,6.85
Mbanza-Ngungu,99,CD,1639974907,95,-5.25,14.8667,69.64,2.55
Daru,100,PG,1639975173,65,-9.0763,143.2092,85.28,7.56
Novikovo,92,RU,1639975173,91,51.1537,37.8879,28.42,11.1
Touros,96,BR,1639975173,81,-5.1989,-35.4608,79.7,8.14
Bougouni,8,ML,1639975174,20,11.417,-7.479,68.68,5.41
Dārāb,100,IR,1639974888,39,28.7519,54.5444,59.43,1.99
Laguna,20,US,1639975174,93,38.421,-121.4238,46.2,0.0
Kemnay,90,GB,1639975174,96,57.2357,-2.444,39.42,2.3
Foso,74,GH,1639975175,88,5.7012,-1.2866,70.07,0.51
Olkhovka,28,RU,1639975175,92,53.2115,60.6069,15.04,10.71
Nouadhibou,100,MR,1639974947,82,20.931,-17.0347,66.18,10.36
Wattegama,10,LK,1639974906,57,6.7989,81.4808,83.32,8.72
Juayúa,33,SV,1639975175,95,13.8414,-89.7456,63.43,3.58
Penzance,100,GB,1639975176,79,50.1186,-5.5371,49.77,25.17
Yārāda,0,IN,1639975176,61,17.65,83.2667,75.67,5.44
Angoche,57,MZ,1639974947,78,-16.2325,39.9086,80.17,5.99
Tilichiki,40,RU,1639975176,97,60.4667,166.1,-20.25,7.18
Annau,0,TM,1639975176,53,37.8876,58.516,49.5,9.22
Coquimbo,90,CL,1639975177,88,-29.9533,-71.3436,60.53,6.91
Champerico,3,GT,1639975177,82,14.3,-91.9167,80.04,6.96
Talaya,71,RU,1639975177,100,61.3833,152.75,-48.75,0.83
Igaci,10,BR,1639975177,85,-9.5369,-36.6336,73.54,6.6
Bud,4,US,1639975177,87,39.447,-86.1758,30.58,5.08
Dingle,68,PH,1639975178,70,10.9995,122.6711,85.48,10.83
Berezovyy,96,RU,1639975178,86,51.6667,135.7,-1.97,2.86
Mahon,75,ES,1639975178,81,39.8885,4.2658,50.56,2.3
At-Bashi,97,KG,1639975178,68,41.1702,75.8106,21.15,2.39
Hambantota,0,LK,1639975179,70,6.1241,81.1185,84.54,9.22
Ilulissat,99,GL,1639975179,38,69.2167,-51.1,39.22,19.57
Moerai,13,PF,1639975179,72,-22.4333,-151.3333,78.53,16.98
Dzerzhinsk,90,RU,1639975179,92,56.2389,43.4631,24.62,6.71
Ust'-Ilimsk,13,RU,1639975164,86,58.0006,102.6619,-25.89,1.32
Ostrovnoy,100,RU,1639975180,85,68.0531,39.5131,18.03,21.21
Sistranda,100,NO,1639975180,61,63.7256,8.834,39.9,13.11
Cap Malheureux,76,MU,1639975180,67,-19.9842,57.6142,83.46,4.0
Sorochinsk,100,RU,1639974952,93,52.4338,53.1583,26.4,22.95
Iskateley,100,RU,1639975181,91,67.6803,53.1512,-5.58,11.7
Torbay,90,CA,1639975181,80,47.6666,-52.7314,24.58,6.91
Katsuura,0,JP,1639974890,41,35.1333,140.3,51.84,2.44
Messina,40,IT,1639975181,73,38.1933,15.5497,56.88,4.0
Valparaíso,0,CL,1639975182,94,-33.0393,-71.6273,56.84,4.61
Kirovskiy,100,RU,1639975182,90,45.0917,133.5136,20.89,5.39
Mitsamiouli,20,KM,1639975182,65,-11.3847,43.2844,82.69,3.44
Bayan,72,CN,1639975182,86,46.0833,127.4,21.2,11.34
Terrace Bay,100,CA,1639975182,95,48.7834,-87.1,29.82,27.09
Āsbe Teferī,88,ET,1639975183,73,9.0833,40.8667,63.7,1.1
Manakara,100,MG,1639974947,83,-22.1333,48.0167,70.57,7.56
Chiantla,0,GT,1639975183,88,15.3547,-91.4583,60.39,0.0
Khargupur,0,IN,1639975183,34,27.3833,81.9833,60.24,4.99
San Quintín,12,MX,1639975183,64,30.4833,-115.95,56.12,5.12
Shakawe,100,BW,1639975184,81,-18.3667,21.85,69.67,5.75
Kavaratti,4,IN,1639975184,71,10.5669,72.642,81.16,6.26
Matara,23,LK,1639974952,64,5.9485,80.5353,85.21,3.13
Palmerston,90,AU,1639975185,66,-12.486,130.9833,91.92,28.77
Toora-Khem,100,RU,1639975185,88,52.4675,96.11,12.36,1.45
Altamont,40,US,1639975185,48,42.2068,-121.7372,37.24,10.36
Price,1,US,1639975185,73,39.5994,-110.8107,25.12,9.22
Kamina,100,CD,1639974908,94,-8.7386,24.9906,65.3,1.74
Inhambane,40,MZ,1639975186,94,-23.865,35.3833,71.58,0.0
Kudahuvadhoo,100,MV,1639975186,79,2.6708,72.8944,81.59,12.71
Antalaha,64,MG,1639975186,66,-14.9003,50.2788,82.06,2.19
Narsaq,100,GL,1639975187,57,60.9167,-46.05,44.82,25.23
Shimoda,63,JP,1639975115,62,34.6667,138.95,52.16,4.45
Bonthe,17,SL,1639975187,85,7.5264,-12.505,77.63,2.66
Andenes,20,NO,1639975188,75,69.3143,16.1194,33.78,10.36
Mahroni,0,IN,1639975188,21,24.5862,78.7288,61.9,1.01
Anadyr,0,RU,1639975188,77,64.75,177.4833,-3.5,11.18
Sahuaripa,0,MX,1639975188,52,29.05,-109.2333,55.45,4.03
Riyadh,100,SA,1639975023,45,24.6877,46.7219,60.94,10.54
Belmonte,89,BR,1639975189,89,-15.8631,-38.8828,75.7,1.83
Uyuni,91,BO,1639975189,63,-20.4597,-66.825,52.11,9.51
Tehachapi,9,US,1639975189,66,35.1322,-118.449,38.03,5.46
Urusha,100,RU,1639975189,88,54.05,122.9,-4.04,9.66
Goulburn,8,AU,1639975190,35,-34.75,149.7167,77.65,15.1
Hobyo,49,SO,1639975190,67,5.3505,48.5268,81.39,21.16
Kamwenge,99,UG,1639974897,98,0.1866,30.4539,63.14,1.61
Viedma,25,AR,1639975190,85,-40.8135,-62.9967,62.58,16.91
Markova,95,UA,1639975190,94,48.6758,24.4138,29.79,8.68
Werda,99,BW,1639975191,70,-25.2667,23.2833,67.28,14.16
North Battleford,20,CA,1639975191,78,52.7834,-108.2847,-2.11,12.66
Magadan,100,RU,1639975133,73,59.5667,150.8,-0.65,13.11
Usinsk,100,RU,1639975191,86,65.9939,57.5281,1.71,12.88
Airai,100,TL,1639975192,72,-8.9266,125.4092,72.82,2.28
Tongliao,1,CN,1639975192,80,43.6125,122.2653,32.41,7.81
Miles City,90,US,1639975193,85,46.4083,-105.8406,14.97,13.8
Alugan,79,PH,1639975193,81,12.2188,125.4808,82.24,8.66
Atlantic Beach,1,US,1639975194,92,30.3344,-81.3987,67.01,6.91
Asheville,1,US,1639975194,88,35.6009,-82.554,37.71,10.36
Boa Vista,75,BR,1639975194,74,2.8197,-60.6733,80.58,6.91
Shivrājpur,0,IN,1639975194,22,22.4167,73.65,64.36,9.69
Dovolnoye,100,RU,1639975195,97,54.4958,79.6671,16.63,7.16
Hirara,20,JP,1639974906,52,24.8,125.2833,70.07,9.22
Wanning,100,CN,1639975195,94,18.8003,110.3967,63.93,27.22
Balikpapan,100,ID,1639975195,65,-1.2675,116.8289,84.83,6.06
Aripuanã,100,BR,1639975196,100,-9.1667,-60.6333,73.09,1.66
Emba,99,KZ,1639975015,94,48.8264,58.1442,26.13,9.6
Tiksi,100,RU,1639975196,100,71.6872,128.8694,-16.89,2.35
Bath,100,GB,1639975197,96,51.3779,-2.3591,43.88,11.05
Imbituba,5,BR,1639975172,88,-28.24,-48.6703,69.69,12.5
Pacific Grove,1,US,1639975197,82,36.6177,-121.9166,52.52,1.99
Shemonaīkha,100,KZ,1639975198,89,50.6328,81.9056,23.81,7.99
Walvis Bay,55,NA,1639974947,94,-22.9575,14.5053,61.09,3.44
Andros Town,9,BS,1639975198,78,24.7,-77.7667,75.16,9.26
Bandarbeyla,37,SO,1639975198,73,9.4942,50.8122,79.16,17.4
Port Hawkesbury,90,CA,1639975198,73,45.6169,-61.3485,29.79,5.99
Puerto Madryn,19,AR,1639975199,69,-42.7692,-65.0385,58.33,16.02
Del Rio,75,US,1639975199,71,29.3627,-100.8968,46.8,0.0
Koson,2,UZ,1639975199,40,39.0375,65.585,44.92,6.02
Tkibuli,100,GE,1639975199,74,42.3477,42.9981,42.04,7.02
Bennington,90,US,1639975200,73,42.8781,-73.1968,22.82,6.91
Campina Verde,18,BR,1639975200,91,-19.5356,-49.4864,69.89,3.62
Ahtopol,100,BG,1639975200,65,42.1,27.95,36.07,7.78
Kyren,86,RU,1639975200,88,51.6828,102.1408,7.77,2.08
Birao,2,CF,1639975200,28,10.2849,22.7882,66.11,7.29
Santa Inês,100,BR,1639975201,95,-3.6667,-45.38,74.7,2.75
Formosa,0,AR,1639975201,74,-26.1775,-58.1781,82.38,5.75
Porto Velho,0,BR,1639975201,94,-8.7619,-63.9039,75.25,0.0
Kiunga,96,PG,1639975201,62,-6.1219,141.2906,88.11,3.27
Kozhevnikovo,100,RU,1639975202,94,56.2589,83.9714,4.24,9.84
Nome,90,US,1639975202,100,64.5011,-165.4064,34.16,26.46
Korla,63,CN,1639975202,46,41.7597,86.1469,27.07,1.45
Xingcheng,4,CN,1639975202,31,40.6167,120.7167,46.99,4.9
Nurota,0,UZ,1639975203,49,40.5614,65.6886,42.89,3.06
Tamandaré,75,BR,1639975203,81,-8.7597,-35.1047,77.86,7.45
Buchanan,11,LR,1639974946,85,5.8808,-10.0467,77.9,4.21
